date,home_team,away_team,score,result
10-06-2023,– Fredrikstad,Start,3-1,home
10-06-2023,– Kongsvinger,Ranheim,3-0,home
10-06-2023,– Sandnes,Hodd,1-3,away
10-06-2023,– AIK,Elfsborg,1-2,away
10-06-2023,– Sirius,Goteborg,2-0,home
10-06-2023,– Krasnodar,CSKA,1-1,draw
10-06-2023,– Aalesund,Tromso,2-3,away
10-06-2023,– Haugesund,Sandefjord,3-2,home
10-06-2023,– Sarpsborg 08,Viking,1-3,away
10-06-2023,– Stabaek,Rosenborg,2-2,draw
02-06-2023,– Roma,Spezia,2-1,home
02-06-2023,– Cremonese,Salernitana,2-0,home
02-06-2023,– Empoli,Lazio,0-2,away
02-06-2023,– Lecce,Bologna,2-3,away
02-06-2023,– Sassuolo,Fiorentina,1-3,away
02-06-2023,– Torino,Inter,0-1,away
02-06-2023,– Udinese,Juventus,0-1,away
02-06-2023,– Union de Santa Fe,Gimnasia L.P.,2-0,home
02-06-2023,– Braga,Porto,0-2,away
02-06-2023,– Genk,Antwerp,2-2,draw
02-06-2023,– Betis,Valencia,1-1,draw
02-06-2023,– Celta Vigo,Barcelona,2-1,home
02-06-2023,– Elche,Cadiz,1-1,draw
02-06-2023,– Espanyol,Almeria,3-3,draw
02-06-2023,– Mallorca,Rayo Vallecano,3-0,home
02-06-2023,– Osasuna,Girona,2-1,home
02-06-2023,– Real Madrid,Ath Bilbao,1-1,draw
02-06-2023,– Sociedad,Sevilla,2-1,home
02-06-2023,– Valladolid,Getafe,0-0,draw
02-06-2023,– Villarreal,Atl. Madrid,2-2,draw
27-05-2023,– Coventry,Luton,1-1,draw
27-05-2023,– Fiorentina,Roma,2-1,home
27-05-2023,– Angers,Troyes,2-1,home
27-05-2023,– Clermont,Lorient,2-0,home
27-05-2023,– Montpellier,Nice,2-3,away
27-05-2023,– Rennes,Monaco,2-0,home
27-05-2023,– Toulouse,Auxerre,1-1,draw
27-05-2023,– AZ Alkmaar,PSV,1-2,away
27-05-2023,– Cambuur,RKC Waalwijk,4-0,home
27-05-2023,– Bologna,Napoli,2-2,draw
27-05-2023,– Monza,Lecce,0-1,away
27-05-2023,– Chaves,Boavista,1-4,away
27-05-2023,– Gil Vicente,Casa Pia,1-0,home
27-05-2023,– Portimonense,Arouca,0-2,away
27-05-2023,– Aston Villa,Brighton,2-1,home
27-05-2023,– Chelsea,Newcastle,1-1,draw
27-05-2023,– Leeds,Tottenham,1-4,away
27-05-2023,– Leicester,West Ham,2-1,home
27-05-2023,– Juventus,Milan,0-1,away
27-05-2023,– Corinthians,Fluminense,2-0,home
20-05-2023,– Fulham,Crystal Palace,2-2,draw
20-05-2023,– Wolverhampton,Everton,1-1,draw
20-05-2023,– Nantes,Montpellier,0-3,away
20-05-2023,– Almeria,Mallorca,3-0,home
20-05-2023,– Cartagena,Las Palmas,1-4,away
20-05-2023,– Leganes,Andorra,1-1,draw
20-05-2023,– Oviedo,Santander,1-0,home
20-05-2023,– Ibiza,Zaragoza,1-0,home
20-05-2023,– Lille,Marseille,2-1,home
20-05-2023,– Lecce,Spezia,0-0,draw
20-05-2023,– Rayo Vallecano,Espanyol,1-2,away
20-05-2023,– West Ham,Leeds,3-1,home
20-05-2023,– Torino,Fiorentina,1-1,draw
20-05-2023,– Brest,Clermont,2-1,home
20-05-2023,– Mainz,Stuttgart,1-4,away
20-05-2023,– Napoli,Inter,3-1,home
20-05-2023,– Valencia,Real Madrid,1-0,home
20-05-2023,– Udinese,Lazio,0-1,away
20-05-2023,– Sevilla,Betis,0-0,draw
20-05-2023,– Sporting,Benfica,2-2,draw
13-05-2023,– Aston Villa,Tottenham,2-1,home
13-05-2023,– Crystal Palace,Bournemouth,2-0,home
13-05-2023,– Southampton,Fulham,0-2,away
13-05-2023,– Osasuna,Almeria,3-1,home
13-05-2023,– Strasbourg,Nice,2-0,home
13-05-2023,– Spezia,Milan,2-0,home
13-05-2023,– Villarreal,Ath Bilbao,5-1,home
13-05-2023,– St. Pauli,Fortuna Dusseldorf,0-0,draw
13-05-2023,– Verona,Torino,0-1,away
13-05-2023,– Hannover,Darmstadt,2-1,home
13-05-2023,– Paderborn,Heidenheim,3-2,home
13-05-2023,– Celta,Valencia,1-2,away
13-05-2023,– Brentford,West Ham,2-0,home
13-05-2023,– Brest,Auxerre,1-0,home
13-05-2023,– Toulouse,Nantes,0-0,draw
13-05-2023,– Stuttgart,Leverkusen,1-1,draw
13-05-2023,– Monaco,Lille,0-0,draw
13-05-2023,– Arsenal,Brighton,0-3,away
13-05-2023,– Bologna,Roma,0-0,draw
13-05-2023,– Valladolid,Sevilla,0-3,away
06-05-2023,– Bournemouth,Chelsea,1-3,away
06-05-2023,– Wolverhampton,Aston Villa,1-0,home
06-05-2023,– Santa Clara,Gil Vicente,3-2,home
06-05-2023,– Nice,Rennes,2-1,home
06-05-2023,– Roma,Inter,0-2,away
06-05-2023,– Reims,Lille,1-0,home
06-05-2023,– NEC,Heerenveen,2-3,away
06-05-2023,– Cremonese,Spezia,2-0,home
06-05-2023,– Lens,Marseille,2-1,home
06-05-2023,– Atalanta,Juventus,0-2,away
06-05-2023,– Torino,Monza,1-1,draw
06-05-2023,– Ajaccio,Toulouse,0-0,draw
06-05-2023,– Auxerre,Clermont,1-1,draw
06-05-2023,– Lorient,Brest,2-1,home
06-05-2023,– Nantes,Strasbourg,0-2,away
06-05-2023,– Maritimo,Rio Ave,2-2,draw
06-05-2023,– Newcastle,Arsenal,0-2,away
06-05-2023,– Guimaraes,Vizela,3-0,home
06-05-2023,– West Ham,Manchester Utd,1-0,home
06-05-2023,– Lecce,Verona,0-1,away
29-04-2023,– Reading,Wigan,1-1,draw
29-04-2023,– Stoke,QPR,0-1,away
29-04-2023,– Elche,Rayo Vallecano,4-0,home
29-04-2023,– Maritimo,Guimaraes,1-2,away
29-04-2023,– Roma,Milan,1-1,draw
29-04-2023,– WBA,Norwich,2-1,home
29-04-2023,– Torino,Atalanta,1-2,away
29-04-2023,– Nantes,Toulouse,1-5,away
29-04-2023,– Cardiff,Huddersfield,1-2,away
29-04-2023,– Cadiz,Valencia,2-1,home
29-04-2023,– Bournemouth,Leeds,4-1,home
29-04-2023,– Cremonese,Verona,1-1,draw
29-04-2023,– Sassuolo,Empoli,2-1,home
29-04-2023,– Clermont,Reims,1-0,home
29-04-2023,– Villarreal,Celta Vigo,3-1,home
29-04-2023,– Estoril,Santa Clara,3-0,home
29-04-2023,– Ajax,PSV,1-1,draw
29-04-2023,– Besiktas,Galatasaray,3-1,home
29-04-2023,– Espanyol,Getafe,1-0,home
29-04-2023,– Bologna,Juventus,1-1,draw
22-04-2023,– Brentford,Aston Villa,1-1,draw
22-04-2023,– Crystal Palace,Everton,0-0,draw
22-04-2023,– Leicester,Wolverhampton,2-1,home
22-04-2023,– Birmingham,Blackpool,0-1,away
22-04-2023,– Bristol City,Rotherham,2-1,home
22-04-2023,– Cardiff,Stoke,1-1,draw
22-04-2023,– Hull,Watford,1-0,home
22-04-2023,– Norwich,Swansea,0-3,away
22-04-2023,– Wigan,Millwall,2-1,home
22-04-2023,– Preston,Blackburn,1-1,draw
22-04-2023,– Lens,Monaco,3-0,home
22-04-2023,– WBA,Sunderland,1-2,away
22-04-2023,– Reims,Strasbourg,0-2,away
22-04-2023,– PSV,Ajax,3-0,home
22-04-2023,– Bournemouth,West Ham,0-4,away
22-04-2023,– Barcelona,Atl. Madrid,1-0,home
22-04-2023,– Montpellier,Rennes,1-0,home
22-04-2023,– Olympique Lyon,Olympique Marseille,1-2,away
22-04-2023,– Juventus,Napoli,0-1,away
22-04-2023,– Sevilla,Villarreal,2-1,home
15-04-2023,– Chelsea,Brighton,1-2,away
15-04-2023,– Everton,Fulham,1-3,away
15-04-2023,– Southampton,Crystal Palace,0-2,away
15-04-2023,– Wolverhampton,Brentford,2-0,home
15-04-2023,– Ath Bilbao,Sociedad,2-0,home
15-04-2023,– Estoril,Portimonense,0-1,away
15-04-2023,– Maritimo,Ferreira,3-1,home
15-04-2023,– Rennes,Reims,3-0,home
15-04-2023,– Sparta,Heerenveen,4-0,home
15-04-2023,– NEC,Vitesse,1-4,away
15-04-2023,– Lecce,Sampdoria,1-1,draw
15-04-2023,– Utrecht,Twente,1-0,home
15-04-2023,– Auxerre,Nantes,2-1,home
15-04-2023,– Brest,Nice,1-0,home
15-04-2023,– Clermont,Angers,2-1,home
15-04-2023,– Werder,Freiburg,1-2,away
15-04-2023,– Rio Ave,Casa Pia,1-1,draw
15-04-2023,– Sassuolo,Juventus,1-0,home
15-04-2023,– Wolfsburg,Leverkusen,0-0,draw
15-04-2023,– Valencia,Sevilla,0-2,away
08-04-2023,– Brentford,Newcastle,1-2,away
08-04-2023,– Fulham,West Ham,0-1,away
08-04-2023,– Tottenham,Brighton,2-1,home
08-04-2023,– Wolverhampton,Chelsea,1-0,home
08-04-2023,– Espanyol,Ath Bilbao,1-2,away
08-04-2023,– Sampdoria,Cremonese,2-3,away
08-04-2023,– Torino,Roma,0-1,away
08-04-2023,– Verona,Sassuolo,2-1,home
08-04-2023,– Vitesse,Go Head,2-0,home
08-04-2023,– Lazio,Juventus,2-1,home
08-04-2023,– Valladolid,Mallorca,3-3,draw
08-04-2023,– Emmen,NEC,0-0,draw
08-04-2023,– Leeds,Crystal Palace,1-5,away
08-04-2023,– B. Monchengladbach,Wolfsburg,2-0,home
08-04-2023,– Nantes,Monaco,2-2,draw
08-04-2023,– Liverpool,Arsenal,2-2,draw
08-04-2023,– Bochum,Stuttgart,2-3,away
08-04-2023,– Almeria,Valencia,2-1,home
08-04-2023,– Hoffenheim,Schalke,2-0,home
08-04-2023,– Rayo Vallecano,Atl. Madrid,1-2,away
01-04-2023,– Bournemouth,Fulham,2-1,home
01-04-2023,– Crystal Palace,Leicester,2-1,home
01-04-2023,– Nottingham,Wolverhampton,1-1,draw
01-04-2023,– Birmingham,Blackburn,1-0,home
01-04-2023,– Cardiff,Swansea,2-3,away
01-04-2023,– Coventry,Stoke,0-4,away
01-04-2023,– Hull,Rotherham,0-0,draw
01-04-2023,– Norwich,Sheffield Utd,0-1,away
01-04-2023,– WBA,Millwall,0-0,draw
01-04-2023,– Wigan,QPR,1-0,home
01-04-2023,– Cadiz,Sevilla,0-2,away
01-04-2023,– Rennes,Lens,0-1,away
01-04-2023,– Bologna,Udinese,3-0,home
01-04-2023,– Monza,Lazio,0-2,away
01-04-2023,– Spezia,Salernitana,1-1,draw
01-04-2023,– Nantes,Reims,0-3,away
01-04-2023,– Koln,B. Monchengladbach,0-0,draw
01-04-2023,– Newcastle,Manchester Utd,2-0,home
01-04-2023,– Werder,Hoffenheim,1-2,away
01-04-2023,– Villarreal,Sociedad,2-0,home
25-03-2023,– Charlton,Wycombe,1-1,draw
25-03-2023,– Peterborough,Derby,2-0,home
25-03-2023,– Portsmouth,Port Vale,2-2,draw
25-03-2023,– Gillingham,Carlisle,1-0,home
25-03-2023,– Grimsby,Walsall,1-1,draw
25-03-2023,– Mansfield,Sutton,0-0,draw
25-03-2023,– Swindon,Stockport County,0-1,away
25-03-2023,– Santander,Levante,0-1,away
25-03-2023,– Portland Timbers,Los Angeles Galaxy,0-0,draw
25-03-2023,– Columbus Crew,Atlanta Utd,6-1,home
25-03-2023,– DC United,New England Revolution,1-2,away
25-03-2023,– Inter Miami,Chicago Fire,2-3,away
25-03-2023,– Houston Dynamo,New York City,1-0,home
25-03-2023,– Minnesota United,Vancouver Whitecaps,1-1,draw
25-03-2023,– Nashville SC,FC Cincinnati,0-1,away
25-03-2023,– Sporting Kansas City,Seattle Sounders,1-4,away
25-03-2023,– Real Salt Lake,St. Louis City,0-4,away
25-03-2023,– Ponferradina,Mirandes,0-0,draw
25-03-2023,– Zaragoza,Albacete,1-1,draw
25-03-2023,– Raith,Hamilton,0-1,away
18-03-2023,– Brentford,Leicester,1-1,draw
18-03-2023,– Wolverhampton,Leeds,2-4,away
18-03-2023,– Rayo Vallecano,Girona,2-2,draw
18-03-2023,– Toulouse,Lille,0-2,away
18-03-2023,– Salernitana,Bologna,2-2,draw
18-03-2023,– Espanyol,Celta Vigo,1-3,away
18-03-2023,– Arouca,Ferreira,1-1,draw
18-03-2023,– Udinese,Milan,3-1,home
18-03-2023,– Sampdoria,Verona,3-1,home
18-03-2023,– Montpellier,Clermont,2-1,home
18-03-2023,– Strasbourg,Auxerre,2-0,home
18-03-2023,– Troyes,Brest,2-2,draw
18-03-2023,– Union Berlin,Eintracht Frankfurt,2-0,home
18-03-2023,– Osasuna,Villarreal,0-3,away
18-03-2023,– Lazio,AS Roma,1-0,home
18-03-2023,– Getafe,Sevilla,2-0,home
18-03-2023,– Mainz,Freiburg,1-1,draw
18-03-2023,– Inter,Juventus,0-1,away
18-03-2023,– Reims,Olympique Marseille,1-2,away
18-03-2023,– Barcelona,Real Madrid,2-1,home
11-03-2023,– Everton,Brentford,1-0,home
11-03-2023,– Leeds,Brighton,2-2,draw
11-03-2023,– Leicester,Chelsea,1-3,away
11-03-2023,– Birmingham,Rotherham,2-0,home
11-03-2023,– Coventry,Hull,1-1,draw
11-03-2023,– Preston,Cardiff,2-0,home
11-03-2023,– QPR,Watford,1-0,home
11-03-2023,– Reading,Millwall,0-1,away
11-03-2023,– Sheffield Utd,Luton,0-1,away
11-03-2023,– Swansea,Middlesbrough,1-3,away
11-03-2023,– Auxerre,Rennes,0-0,draw
11-03-2023,– Bologna,Lazio,0-0,draw
11-03-2023,– Lecce,Torino,0-2,away
11-03-2023,– Norwich,Sunderland,0-1,away
11-03-2023,– West Ham,Aston Villa,1-1,draw
11-03-2023,– Verona,Monza,1-1,draw
11-03-2023,– Nantes,Nice,2-2,draw
11-03-2023,– Freiburg,Hoffenheim,2-1,home
11-03-2023,– Werder,Leverkusen,2-3,away
11-03-2023,– Wolfsburg,Union Berlin,1-1,draw
04-03-2023,– Aston Villa,Crystal Palace,1-0,home
04-03-2023,– Wolverhampton,Tottenham,1-0,home
04-03-2023,– Huddersfield,Coventry,0-4,away
04-03-2023,– Luton,Swansea,1-0,home
04-03-2023,– Millwall,Norwich,2-3,away
04-03-2023,– Rotherham,QPR,3-1,home
04-03-2023,– Sunderland,Stoke,1-5,away
04-03-2023,– Watford,Preston,0-0,draw
04-03-2023,– Wigan,Birmingham,1-1,draw
04-03-2023,– Lens,Lille,1-1,draw
04-03-2023,– Southampton,Leicester,1-0,home
04-03-2023,– Fiorentina,Milan,2-1,home
04-03-2023,– Valladolid,Espanyol,2-1,home
04-03-2023,– Nottingham,Everton,2-2,draw
04-03-2023,– Liverpool,Manchester Utd,7-0,home
04-03-2023,– Wolfsburg,Eintracht Frankfurt,2-2,draw
04-03-2023,– Rayo Vallecano,Ath Bilbao,0-0,draw
04-03-2023,– Roma,Juventus,1-0,home
04-03-2023,– Rennes,Olympique Marseille,0-1,away
04-03-2023,– Betis,Real Madrid,0-0,draw
25-02-2023,– Everton,Aston Villa,0-2,away
25-02-2023,– Leeds,Southampton,1-0,home
25-02-2023,– Birmingham,Luton,0-1,away
25-02-2023,– Bristol City,Hull,1-0,home
25-02-2023,– Preston,Wigan,2-1,home
25-02-2023,– Cadiz,Rayo Vallecano,1-0,home
25-02-2023,– Schalke,Stuttgart,2-1,home
25-02-2023,– Real Madrid,Atl. Madrid,1-1,draw
25-02-2023,– Lecce,Sassuolo,0-1,away
25-02-2023,– Valencia,Sociedad,1-0,home
25-02-2023,– Lorient,Auxerre,0-1,away
25-02-2023,– Tottenham,Chelsea,2-0,home
25-02-2023,– Salernitana,Monza,3-0,home
25-02-2023,– Ajaccio,Troyes,2-1,home
25-02-2023,– Clermont,Strasbourg,1-1,draw
25-02-2023,– Nantes,Rennes,0-1,away
25-02-2023,– Reims,Toulouse,3-0,home
25-02-2023,– Freiburg,Leverkusen,1-1,draw
25-02-2023,– Milan,Atalanta,2-0,home
25-02-2023,– Olympique Marseille,PSG,0-3,away
18-02-2023,– Brentford,Crystal Palace,1-1,draw
18-02-2023,– Everton,Leeds,1-0,home
18-02-2023,– Blackburn,Swansea,1-0,home
18-02-2023,– Blackpool,Stoke,1-0,home
18-02-2023,– Huddersfield,Birmingham,2-1,home
18-02-2023,– Hull,Preston,0-0,draw
18-02-2023,– Luton,Burnley,0-1,away
18-02-2023,– Rotherham,Coventry,0-2,away
18-02-2023,– Sunderland,Bristol City,1-1,draw
18-02-2023,– Wigan,Norwich,0-0,draw
18-02-2023,– Nice,Reims,0-0,draw
18-02-2023,– Monza,Milan,0-1,away
18-02-2023,– Newcastle,Liverpool,0-2,away
18-02-2023,– Mallorca,Villarreal,4-2,home
18-02-2023,– Strasbourg,Angers,2-1,home
18-02-2023,– Elche,Espanyol,0-1,away
18-02-2023,– Lorient,Ajaccio,3-0,home
18-02-2023,– Troyes,Montpellier,0-1,away
18-02-2023,– Rayo Vallecano,Sevilla,1-1,draw
18-02-2023,– Atl. Madrid,Ath Bilbao,1-0,home
11-02-2023,– Crystal Palace,Brighton,1-1,draw
11-02-2023,– Fulham,Nott.Forest,2-0,home
11-02-2023,– Leicester,Tottenham,4-1,home
11-02-2023,– Southampton,Wolverhampton,1-2,away
11-02-2023,– Wigan,Huddersfield,1-0,home
11-02-2023,– Watford,Blackburn,1-1,draw
11-02-2023,– Blackpool,Rotherham,0-0,draw
11-02-2023,– Bristol City,Norwich,1-0,home
11-02-2023,– Cardiff,Middlesbrough,1-3,away
11-02-2023,– Monaco,PSG,3-1,home
11-02-2023,– Lecce,Roma,1-1,draw
11-02-2023,– Sevilla,Mallorca,2-0,home
11-02-2023,– Lazio,Atalanta,0-2,away
11-02-2023,– Valencia,Ath Bilbao,1-2,away
11-02-2023,– Udinese,Sassuolo,2-2,draw
11-02-2023,– Celta Vigo,Atl. Madrid,0-1,away
11-02-2023,– Juventus,Fiorentina,1-0,home
11-02-2023,– Sporting,Porto,1-2,away
11-02-2023,– Olympique Lyon,Lens,2-1,home
11-02-2023,– Villarreal,Barcelona,0-1,away
04-02-2023,– Aston Villa,Leicester,2-4,away
04-02-2023,– Brentford,Southampton,3-0,home
04-02-2023,– Huddersfield,QPR,1-1,draw
04-02-2023,– Hull,Cardiff,1-0,home
04-02-2023,– Luton,Stoke,1-0,home
04-02-2023,– Millwall,Sunderland,1-1,draw
04-02-2023,– Preston,Bristol City,1-2,away
04-02-2023,– Reading,Watford,2-2,draw
04-02-2023,– Swansea,Birmingham,3-4,away
04-02-2023,– Sassuolo,Atalanta,1-0,home
04-02-2023,– Betis,Celta Vigo,3-4,away
04-02-2023,– Rennes,Lille,1-3,away
04-02-2023,– Nottingham,Leeds,1-0,home
04-02-2023,– Torino,Udinese,1-0,home
04-02-2023,– Ajaccio,Nantes,0-2,away
04-02-2023,– Auxerre,Reims,0-0,draw
04-02-2023,– Strasbourg,Montpellier,2-0,home
04-02-2023,– Stuttgart,Werder,0-2,away
04-02-2023,– Girona,Valencia,1-0,home
04-02-2023,– Inter,Milan,1-0,home
28-01-2023,– Ipswich,Burnley,0-0,draw
28-01-2023,– Blackburn,Birmingham,2-2,draw
28-01-2023,– Bristol City,WBA,3-0,home
28-01-2023,– Getafe,Betis,0-1,away
28-01-2023,– Olympique Marseille,Monaco,1-1,draw
28-01-2023,– Nice,Lille,1-0,home
28-01-2023,– Valladolid,Valencia,1-0,home
28-01-2023,– Brighton,Liverpool,2-1,home
28-01-2023,– Auxerre,Montpellier,0-2,away
28-01-2023,– Brest,Angers,4-0,home
28-01-2023,– Clermont,Nantes,0-0,draw
28-01-2023,– Strasbourg,Toulouse,1-2,away
28-01-2023,– Schalke,Koln,0-0,draw
28-01-2023,– Osasuna,Atl. Madrid,0-1,away
28-01-2023,– Vizela,Rio Ave,3-1,home
28-01-2023,– Leverkusen,Dortmund,0-2,away
28-01-2023,– Lazio,Fiorentina,1-1,draw
28-01-2023,– Celta Vigo,Ath Bilbao,1-0,home
28-01-2023,– Boavista,Portimonense,4-2,home
28-01-2023,– Famalicao,Estoril,1-0,home
21-01-2023,– Bournemouth,Nottingham,1-1,draw
21-01-2023,– Leicester,Brighton,2-2,draw
21-01-2023,– Southampton,Aston Villa,0-1,away
21-01-2023,– Birmingham,Preston,1-2,away
21-01-2023,– Blackpool,Huddersfield,Postp,postponed
21-01-2023,– Bristol City,Blackburn,1-1,draw
21-01-2023,– Cardiff,Millwall,0-1,away
21-01-2023,– QPR,Swansea,1-1,draw
21-01-2023,– Stoke,Reading,4-0,home
21-01-2023,– Wigan,Luton,0-2,away
21-01-2023,– Crystal Palace,Newcastle,0-0,draw
21-01-2023,– Koln,Werder,7-1,home
21-01-2023,– Fiorentina,Torino,0-1,away
21-01-2023,– Sampdoria,Udinese,0-1,away
21-01-2023,– Sunderland,Middlesbrough,2-0,home
21-01-2023,– Leeds,Brentford,0-0,draw
21-01-2023,– Arsenal,Manchester Utd,3-2,home
21-01-2023,– Monchengladbach,Leverkusen,2-3,away
21-01-2023,– Juventus,Atalanta,3-3,draw
21-01-2023,– Ath Bilbao,Real Madrid,0-2,away
14-01-2023,– Brighton,Liverpool,3-0,home
14-01-2023,– Everton,Southampton,1-2,away
14-01-2023,– Nott.Forest,Leicester,2-0,home
14-01-2023,– Wolverhampton,West Ham,1-0,home
14-01-2023,– Bristol City,Birmingham,4-2,home
14-01-2023,– Cardiff,Wigan,1-1,draw
14-01-2023,– Hull,Huddersfield,1-1,draw
14-01-2023,– Luton,WBA,2-3,away
14-01-2023,– Middlesbrough,Millwall,1-0,home
14-01-2023,– Preston,Norwich,0-4,away
14-01-2023,– Reading,QPR,2-2,draw
14-01-2023,– Sunderland,Swansea,1-3,away
14-01-2023,– Girona,Sevilla,2-1,home
14-01-2023,– Osasuna,Mallorca,1-0,home
14-01-2023,– Sociedad,Ath Bilbao,3-1,home
14-01-2023,– Sassuolo,Lazio,0-2,away
14-01-2023,– Getafe,Espanyol,1-2,away
14-01-2023,– Udinese,Bologna,1-2,away
14-01-2023,– Tottenham,Arsenal,0-2,away
14-01-2023,– Roma,Fiorentina,2-0,home
07-01-2023,– Bournemouth,Burnley,2-4,away
07-01-2023,– Millwall,Sheffield Utd,0-2,away
07-01-2023,– Shrewsbury,Sunderland,1-2,away
07-01-2023,– Villarreal,Real Madrid,2-1,home
07-01-2023,– Mallorca,Valladolid,1-0,home
07-01-2023,– Brentford,West Ham,0-1,away
07-01-2023,– Coventry,Wrexham,3-4,away
07-01-2023,– Grimsby,Burton,1-0,home
07-01-2023,– Luton,Wigan,1-1,draw
07-01-2023,– Espanyol,Girona,2-2,draw
07-01-2023,– Salernitana,Torino,1-1,draw
07-01-2023,– Bristol City,Swansea,1-1,draw
07-01-2023,– Derby,Barnsley,3-0,home
07-01-2023,– Almeria,Real Sociedad,0-2,away
07-01-2023,– Spezia,Lecce,0-0,draw
07-01-2023,– Norwich,Blackburn,0-1,away
07-01-2023,– Cardiff,Leeds,2-2,draw
07-01-2023,– Stockport County,Walsall,1-2,away
07-01-2023,– Milan,Roma,2-2,draw
07-01-2023,– Atl. Madrid,Barcelona,0-1,away
31-12-2022,– Bournemouth,Crystal Palace,0-2,away
31-12-2022,– Fulham,Southampton,2-1,home
31-12-2022,– Sociedad,Osasuna,2-0,home
31-12-2022,– Villarreal,Valencia,2-1,home
31-12-2022,– Brighton,Arsenal,2-4,away
31-12-2022,– Newcastle Jets,Sydney FC,0-2,away
31-12-2022,– Sydney W.,Macarthur FC,4-0,home
31-12-2022,– Angers,Lorient,1-2,away
31-12-2022,– Nantes,Auxerre,1-0,home
31-12-2022,– Toulouse,AC Ajaccio,2-0,home
31-12-2022,– Blackpool,Sunderland,1-1,draw
31-12-2022,– Coventry,Bristol City,1-1,draw
31-12-2022,– Huddersfield,Luton,1-2,away
31-12-2022,– Bristol Rovers,Cheltenham,2-1,home
31-12-2022,– Forest Green,Port Vale,1-3,away
31-12-2022,– Morecambe,Burton,5-0,home
31-12-2022,– Oxford Utd,Exeter,0-1,away
31-12-2022,– Peterborough,Wycombe,0-3,away
31-12-2022,– Portsmouth,Charlton,1-3,away
31-12-2022,– Shrewsbury,Fleetwood,0-3,away
